76.000000,	-47.000000,	40.000000,	32.000000	--->	cluster3(95.128273)
-37.000000,	73.000000,	55.000000,	37.000000	--->	cluster8(94.234512)
42.000000,	86.000000,	-4.000000,	-22.000000	--->	cluster9(95.922661)
31.000000,	113.000000,	10.000000,	1.000000	--->	cluster9(96.726936)
28.000000,	82.000000,	44.000000,	50.000000	--->	cluster8(95.169685)
-59.000000,	98.000000,	-6.000000,	-37.000000	--->	cluster9(96.418274)
39.000000,	139.000000,	-41.000000,	-57.000000	--->	cluster9(95.795250)
34.000000,	134.000000,	48.000000,	-56.000000	--->	cluster9(95.659447)
54.000000,	68.000000,	-33.000000,	-34.000000	--->	cluster9(94.102478)
45.000000,	55.000000,	25.000000,	32.000000	--->	cluster8(94.897339)
-48.000000,	42.000000,	-60.000000,	10.000000	--->	cluster8(93.941940)
-44.000000,	110.000000,	-43.000000,	-24.000000	--->	cluster9(96.401062)
-2.000000,	86.000000,	10.000000,	-54.000000	--->	cluster9(97.193634)
-11.000000,	125.000000,	3.000000,	56.000000	--->	cluster8(95.768341)
-49.000000,	127.000000,	6.000000,	0.000000	--->	cluster9(96.661888)
-49.000000,	93.000000,	-4.000000,	38.000000	--->	cluster8(95.694244)
-19.000000,	85.000000,	-58.000000,	35.000000	--->	cluster8(95.589622)
-58.000000,	130.000000,	43.000000,	41.000000	--->	cluster9(94.265274)
-3.000000,	47.000000,	-26.000000,	13.000000	--->	cluster8(96.251549)
-22.000000,	-42.000000,	64.000000,	6.000000	--->	cluster1(96.077904)
2.000000,	-6.000000,	87.000000,	30.000000	--->	cluster1(95.706558)
32.000000,	-27.000000,	142.000000,	6.000000	--->	cluster7(97.696701)
-37.000000,	-28.000000,	128.000000,	23.000000	--->	cluster7(95.650421)
31.000000,	-28.000000,	138.000000,	-18.000000	--->	cluster7(97.720535)
32.000000,	-29.000000,	152.000000,	48.000000	--->	cluster7(95.869125)
37.000000,	13.000000,	43.000000,	-33.000000	--->	cluster5(95.076027)
17.000000,	59.000000,	118.000000,	-53.000000	--->	cluster7(94.915024)
56.000000,	49.000000,	97.000000,	52.000000	--->	cluster7(92.934799)
-56.000000,	-9.000000,	141.000000,	14.000000	--->	cluster7(95.262421)
-19.000000,	43.000000,	112.000000,	-26.000000	--->	cluster1(95.640091)
42.000000,	-36.000000,	148.000000,	45.000000	--->	cluster7(95.735634)
52.000000,	-22.000000,	132.000000,	-45.000000	--->	cluster7(96.429771)
-39.000000,	44.000000,	142.000000,	-42.000000	--->	cluster7(95.085625)
2.000000,	2.000000,	55.000000,	2.000000	--->	cluster1(97.255325)
13.000000,	37.000000,	147.000000,	-13.000000	--->	cluster7(96.859505)
-2.000000,	3.000000,	44.000000,	25.000000	--->	cluster1(95.497902)
-2.000000,	55.000000,	54.000000,	-5.000000	--->	cluster1(94.922577)
-44.000000,	-23.000000,	64.000000,	-24.000000	--->	cluster1(96.952477)
-4.000000,	-46.000000,	117.000000,	-55.000000	--->	cluster7(95.720070)
-3.000000,	58.000000,	100.000000,	-53.000000	--->	cluster1(94.599014)
16.000000,	22.000000,	76.000000,	-12.000000	--->	cluster1(96.116402)
-43.000000,	12.000000,	60.000000,	-36.000000	--->	cluster1(97.002571)
48.000000,	0.000000,	122.000000,	-26.000000	--->	cluster7(97.344986)
-12.000000,	-52.000000,	51.000000,	22.000000	--->	cluster1(94.487465)
38.000000,	4.000000,	155.000000,	53.000000	--->	cluster7(95.666245)
-34.000000,	-56.000000,	77.000000,	59.000000	--->	cluster2(94.594566)
2.000000,	-43.000000,	92.000000,	-28.000000	--->	cluster7(95.793625)
-29.000000,	46.000000,	51.000000,	39.000000	--->	cluster1(94.236519)
43.000000,	-49.000000,	82.000000,	-21.000000	--->	cluster7(94.887772)
15.000000,	-37.000000,	58.000000,	50.000000	--->	cluster2(93.774178)
-30.000000,	22.000000,	60.000000,	-13.000000	--->	cluster1(98.038879)
59.000000,	29.000000,	148.000000,	-38.000000	--->	cluster7(95.962746)
-16.000000,	-4.000000,	148.000000,	51.000000	--->	cluster7(95.580833)
-6.000000,	-16.000000,	110.000000,	-1.000000	--->	cluster7(97.687424)
-30.000000,	7.000000,	65.000000,	38.000000	--->	cluster1(95.986053)
-51.000000,	-59.000000,	56.000000,	-10.000000	--->	cluster1(95.116066)
44.000000,	-31.000000,	152.000000,	26.000000	--->	cluster7(96.490967)
39.000000,	55.000000,	105.000000,	-57.000000	--->	cluster7(94.481888)
-52.000000,	46.000000,	54.000000,	-13.000000	--->	cluster1(95.831909)
-6.000000,	-20.000000,	152.000000,	54.000000	--->	cluster7(95.584511)
50.000000,	33.000000,	56.000000,	-42.000000	--->	cluster5(94.511818)
32.000000,	-38.000000,	148.000000,	-19.000000	--->	cluster7(97.096252)
55.000000,	-57.000000,	124.000000,	46.000000	--->	cluster7(94.668434)
19.000000,	15.000000,	45.000000,	-7.000000	--->	cluster1(95.188507)
-45.000000,	-54.000000,	93.000000,	-6.000000	--->	cluster1(95.483742)
6.000000,	40.000000,	136.000000,	-8.000000	--->	cluster7(96.765610)
44.000000,	-24.000000,	59.000000,	53.000000	--->	cluster3(94.400055)
49.000000,	3.000000,	135.000000,	-14.000000	--->	cluster7(97.572205)
6.000000,	-38.000000,	89.000000,	-3.000000	--->	cluster7(96.038742)
33.000000,	12.000000,	79.000000,	37.000000	--->	cluster7(93.965431)
14.000000,	-19.000000,	69.000000,	13.000000	--->	cluster1(95.629379)
-2.000000,	-44.000000,	104.000000,	-57.000000	--->	cluster7(95.426865)
-2.000000,	-36.000000,	51.000000,	-21.000000	--->	cluster1(95.766129)
-5.000000,	-58.000000,	89.000000,	-8.000000	--->	cluster7(95.071609)
45.000000,	-60.000000,	90.000000,	42.000000	--->	cluster7(93.719955)
-7.000000,	8.000000,	81.000000,	-3.000000	--->	cluster1(98.215347)
44.000000,	-10.000000,	69.000000,	41.000000	--->	cluster3(93.524094)
-36.000000,	40.000000,	47.000000,	-18.000000	--->	cluster1(96.210320)
-7.000000,	33.000000,	147.000000,	-22.000000	--->	cluster7(96.613029)
-52.000000,	4.000000,	107.000000,	41.000000	--->	cluster1(95.180443)
-41.000000,	-34.000000,	112.000000,	-28.000000	--->	cluster1(95.782173)
-42.000000,	49.000000,	74.000000,	-51.000000	--->	cluster1(95.421036)
-4.000000,	26.000000,	130.000000,	41.000000	--->	cluster7(95.803543)
49.000000,	53.000000,	102.000000,	7.000000	--->	cluster7(94.651535)
26.000000,	31.000000,	125.000000,	-55.000000	--->	cluster7(95.985420)
1.000000,	13.000000,	91.000000,	-23.000000	--->	cluster1(96.874718)
-33.000000,	19.000000,	63.000000,	-26.000000	--->	cluster1(97.663437)
39.000000,	23.000000,	44.000000,	-50.000000	--->	cluster5(94.960289)
37.000000,	-16.000000,	85.000000,	-34.000000	--->	cluster7(95.791542)
-41.000000,	-7.000000,	68.000000,	32.000000	--->	cluster1(96.303368)
11.000000,	-46.000000,	108.000000,	36.000000	--->	cluster7(95.527145)
-39.000000,	-31.000000,	77.000000,	10.000000	--->	cluster1(96.611275)
10.000000,	-12.000000,	105.000000,	-50.000000	--->	cluster7(96.434334)
-39.000000,	42.000000,	157.000000,	-11.000000	--->	cluster7(95.366241)
49.000000,	43.000000,	105.000000,	32.000000	--->	cluster7(94.544487)
-57.000000,	-50.000000,	60.000000,	-1.000000	--->	cluster1(95.404587)
1.000000,	26.000000,	113.000000,	-56.000000	--->	cluster7(95.788727)
31.000000,	14.000000,	95.000000,	-8.000000	--->	cluster7(96.983925)
-7.000000,	4.000000,	48.000000,	-8.000000	--->	cluster1(97.622681)
-54.000000,	3.000000,	-53.000000,	55.000000	--->	cluster6(95.141182)
-29.000000,	-27.000000,	-28.000000,	156.000000	--->	cluster6(96.554016)
3.000000,	25.000000,	-17.000000,	135.000000	--->	cluster6(96.081665)
-43.000000,	-30.000000,	37.000000,	61.000000	--->	cluster2(96.767540)
51.000000,	-17.000000,	-26.000000,	80.000000	--->	cluster3(96.076683)
34.000000,	-60.000000,	58.000000,	143.000000	--->	cluster4(96.021851)
-11.000000,	24.000000,	-34.000000,	121.000000	--->	cluster6(97.257065)
38.000000,	-39.000000,	-54.000000,	115.000000	--->	cluster6(95.721031)
-45.000000,	-43.000000,	-47.000000,	57.000000	--->	cluster6(95.240967)
30.000000,	-46.000000,	48.000000,	106.000000	--->	cluster4(96.154289)
47.000000,	17.000000,	-6.000000,	71.000000	--->	cluster3(96.142670)
21.000000,	-26.000000,	35.000000,	148.000000	--->	cluster4(97.863693)
3.000000,	-21.000000,	52.000000,	88.000000	--->	cluster2(96.375534)
-8.000000,	54.000000,	54.000000,	98.000000	--->	cluster2(94.516090)
-38.000000,	-16.000000,	35.000000,	93.000000	--->	cluster2(98.216858)
43.000000,	47.000000,	57.000000,	85.000000	--->	cluster4(93.433968)
-60.000000,	6.000000,	-48.000000,	74.000000	--->	cluster6(95.860382)
41.000000,	-5.000000,	-41.000000,	44.000000	--->	cluster3(95.636536)
-18.000000,	-6.000000,	-46.000000,	64.000000	--->	cluster6(96.438347)
49.000000,	-24.000000,	14.000000,	75.000000	--->	cluster3(96.824898)
55.000000,	-21.000000,	16.000000,	43.000000	--->	cluster3(98.237625)
35.000000,	48.000000,	11.000000,	62.000000	--->	cluster8(95.293533)
-20.000000,	4.000000,	32.000000,	93.000000	--->	cluster2(98.651230)
55.000000,	-9.000000,	43.000000,	105.000000	--->	cluster4(96.918465)
-43.000000,	22.000000,	27.000000,	98.000000	--->	cluster2(97.095512)
-17.000000,	0.000000,	2.000000,	84.000000	--->	cluster2(97.145554)
-50.000000,	-44.000000,	6.000000,	90.000000	--->	cluster2(96.030357)
7.000000,	-7.000000,	-32.000000,	143.000000	--->	cluster6(97.006027)
-48.000000,	29.000000,	-29.000000,	155.000000	--->	cluster6(95.737686)
12.000000,	-54.000000,	15.000000,	146.000000	--->	cluster4(96.261742)
29.000000,	-18.000000,	54.000000,	124.000000	--->	cluster4(97.894600)
-53.000000,	-22.000000,	6.000000,	48.000000	--->	cluster2(95.608528)
47.000000,	5.000000,	41.000000,	98.000000	--->	cluster4(96.572212)
37.000000,	-6.000000,	57.000000,	119.000000	--->	cluster4(97.659836)
50.000000,	-49.000000,	-48.000000,	79.000000	--->	cluster3(94.688072)
26.000000,	7.000000,	-25.000000,	42.000000	--->	cluster3(95.357529)
29.000000,	-13.000000,	37.000000,	126.000000	--->	cluster4(99.212608)
34.000000,	-20.000000,	-14.000000,	128.000000	--->	cluster4(96.435944)
-3.000000,	-36.000000,	-51.000000,	144.000000	--->	cluster6(96.923904)
5.000000,	30.000000,	-5.000000,	154.000000	--->	cluster4(95.707962)
9.000000,	19.000000,	1.000000,	90.000000	--->	cluster2(94.992081)
53.000000,	55.000000,	-28.000000,	40.000000	--->	cluster8(94.972252)
39.000000,	43.000000,	-50.000000,	132.000000	--->	cluster6(94.677498)
47.000000,	-20.000000,	-60.000000,	84.000000	--->	cluster6(94.797684)
22.000000,	-21.000000,	-18.000000,	60.000000	--->	cluster3(95.721748)
-58.000000,	-2.000000,	54.000000,	141.000000	--->	cluster2(95.487724)
-30.000000,	56.000000,	-27.000000,	57.000000	--->	cluster8(95.913849)
-41.000000,	45.000000,	26.000000,	62.000000	--->	cluster2(95.158241)
-12.000000,	24.000000,	52.000000,	153.000000	--->	cluster4(95.842484)
54.000000,	40.000000,	34.000000,	117.000000	--->	cluster4(95.715385)
15.000000,	-24.000000,	-31.000000,	68.000000	--->	cluster6(95.440704)
-49.000000,	-34.000000,	-26.000000,	76.000000	--->	cluster6(95.972450)
4.000000,	39.000000,	-43.000000,	126.000000	--->	cluster6(96.087242)
-42.000000,	-55.000000,	-55.000000,	91.000000	--->	cluster6(96.272896)
46.000000,	17.000000,	29.000000,	64.000000	--->	cluster3(95.560120)
57.000000,	-3.000000,	50.000000,	156.000000	--->	cluster4(97.095314)
-17.000000,	4.000000,	-14.000000,	72.000000	--->	cluster6(95.819084)
-8.000000,	-19.000000,	-3.000000,	118.000000	--->	cluster6(96.768723)
57.000000,	14.000000,	-31.000000,	116.000000	--->	cluster4(94.563843)
11.000000,	-17.000000,	31.000000,	99.000000	--->	cluster4(96.664230)
38.000000,	6.000000,	11.000000,	91.000000	--->	cluster4(95.708611)
4.000000,	-21.000000,	53.000000,	122.000000	--->	cluster4(97.000031)
56.000000,	-10.000000,	22.000000,	69.000000	--->	cluster3(97.204819)
1.000000,	-32.000000,	5.000000,	62.000000	--->	cluster2(95.166435)
2.000000,	0.000000,	-13.000000,	54.000000	--->	cluster2(94.043854)
-4.000000,	39.000000,	59.000000,	84.000000	--->	cluster2(95.017212)
-11.000000,	-26.000000,	-58.000000,	103.000000	--->	cluster6(98.149734)
-45.000000,	54.000000,	-3.000000,	105.000000	--->	cluster2(94.578636)
-60.000000,	-17.000000,	-23.000000,	124.000000	--->	cluster6(96.563210)
40.000000,	-10.000000,	24.000000,	137.000000	--->	cluster4(98.816124)
-39.000000,	57.000000,	32.000000,	55.000000	--->	cluster8(94.798706)
33.000000,	-3.000000,	9.000000,	49.000000	--->	cluster3(97.156090)
37.000000,	-46.000000,	22.000000,	132.000000	--->	cluster4(97.012794)
1.000000,	-44.000000,	37.000000,	151.000000	--->	cluster4(96.476974)
12.000000,	54.000000,	15.000000,	147.000000	--->	cluster4(95.285675)
53.000000,	18.000000,	2.000000,	157.000000	--->	cluster4(96.454254)
-2.000000,	-12.000000,	-59.000000,	121.000000	--->	cluster6(98.079323)
-40.000000,	-48.000000,	59.000000,	49.000000	--->	cluster2(95.042526)
40.000000,	-31.000000,	3.000000,	55.000000	--->	cluster3(97.272171)
-40.000000,	-4.000000,	39.000000,	128.000000	--->	cluster2(96.446609)
